Trans. Date,Post Date,Description,Amount,Category
08/09/2022,08/09/2022,"SQ *ACME BREAD COMPANY SAN FRANCISCOCA0002305843016100939196",15.46,"Merchandise"
08/10/2022,08/10/2022,"AMAL'S DELI SAN FRANCISCOCA",4.14,"Restaurants"
08/10/2022,08/10/2022,"BLUE BIN VINTAGE LLC SAN FRANCISCOCA",70.88,"Merchandise"
08/10/2022,08/10/2022,"LYFT *1 RIDE 08-09 855-865-9553 CA",2.60,"Travel/ Entertainment"
08/10/2022,08/10/2022,"SQ *AMITIS CAFE SF CA0001152921511757793729",18.82,"Supermarkets"
08/12/2022,08/12/2022,"EMPORIUM SF SAN FRANCISCOCA",22.00,"Restaurants"
08/12/2022,08/12/2022,"LYFT *4 RIDES 08-11 855-865-9553 CA",10.84,"Travel/ Entertainment"
08/13/2022,08/13/2022,"FOOD 24 HOUR CONVENIENCE SAN FRANCISCOCA",4.49,"Supermarkets"
08/13/2022,08/13/2022,"TST* MINI BAR SAN FRANCISCOCA",28.80,"Restaurants"
08/14/2022,08/14/2022,"LYFT *2 RIDES 08-12 855-865-9553 CA",22.06,"Travel/ Entertainment"
08/14/2022,08/14/2022,"TST* BURMA SUPERSTAR SAN FRANCISCOCA00003264008180487998AA",67.00,"Restaurants"
08/15/2022,08/15/2022,"LYFT *2 RIDES 08-14 855-865-9553 CA",10.42,"Travel/ Entertainment"
08/15/2022,08/15/2022,"SQ *ACME BREAD COMPANY SAN FRANCISCOCA0001152921511778922542",3.34,"Merchandise"
08/15/2022,08/15/2022,"TST* EL PORTENO - FERR SAN FRANCISCOCA00008012008192382724AA",9.77,"Restaurants"
08/16/2022,08/16/2022,"LYFT *2 RIDES 08-15 855-865-9553 CA",5.21,"Travel/ Entertainment"
08/16/2022,08/16/2022,"TRADER JOE'S #019 QPS SANFRANCISCO CA",44.47,"Supermarkets"
08/17/2022,08/17/2022,"LYFT *1 RIDE 08-16 855-865-9553 CA",2.39,"Travel/ Entertainment"
08/17/2022,08/17/2022,"STEAM PURCHASE 425-952-2985 WA",29.88,"Travel/ Entertainment"
08/18/2022,08/18/2022,"LYFT *2 RIDES 08-17 855-865-9553 CA",5.21,"Travel/ Entertainment"
08/18/2022,08/18/2022,"SQ *CENTO COFFEE SAN FRANCISCOCA0001152921511788899507",5.50,"Restaurants"
08/18/2022,08/19/2022,"STEAM PURCHASE 425-952-2985 WA",-14.99,"Payments and Credits"
08/19/2022,08/19/2022,"TRADER JOE'S #056 QPS ENCINO CA",75.32,"Supermarkets"
08/20/2022,08/20/2022,"DIRECTPAY FULL BALANCESEE DETAILS OF YOUR NEXT DIRECTPAY BELOW",-440.94,"Payments and Credits"
08/22/2022,08/22/2022,"DELTA AIR LINES 18002211212 CA",228.60,"Travel/ Entertainment"
08/22/2022,08/22/2022,"HELP.HBOMAX.COM 8559426669 NY",14.99,"Merchandise"
08/22/2022,08/22/2022,"TRADER JOE'S #056 QPS ENCINO CA",19.56,"Supermarkets"
08/22/2022,08/22/2022,"UNITED AIRLINES 18004214655 TX",149.75,"Travel/ Entertainment"
08/23/2022,08/23/2022,"SUSHIRRITO UNION SQUARE SAN FRANCISCOCA",16.00,"Restaurants"
08/25/2022,08/26/2022,"LYFT *2 RIDES 08-24 855-865-9553 CA",4.78,"Travel/ Entertainment"
08/26/2022,08/26/2022,"LYFT *2 RIDES 08-25 855-865-9553 CA",6.29,"Travel/ Entertainment"
08/26/2022,08/26/2022,"VCN*CALIFORNIAVITALS SACRAMENTO CA",41.95,"Government Services"
08/26/2022,08/26/2022,"WALGREENS #1297 SAN FRANCISCOCA",18.46,"Merchandise"
08/27/2022,08/27/2022,"LYFT *2 RIDES 08-26 855-865-9553 CA",4.12,"Travel/ Entertainment"
08/27/2022,08/27/2022,"TST* BRENDAS MEAT & TH SAN FRANCISCOCA00045535008341598603AA",59.80,"Restaurants"
08/28/2022,08/28/2022,"ACTBLUE* HOLLERHEALTHJ 6175177600 MA",50.00,"Services"
08/28/2022,08/28/2022,"LIMONCELLO SAN FRANCISCOCA",33.61,"Supermarkets"
08/28/2022,08/28/2022,"LYFT *1 RIDE 08-27 855-865-9553 CA",5.21,"Travel/ Entertainment"
08/28/2022,08/28/2022,"SQ *ARSICAULT SAN FRANCISCOCA0001152921511833853874",23.50,"Merchandise"
08/28/2022,08/28/2022,"TRADER JOE'S #019 QPS SANFRANCISCO CA",26.95,"Supermarkets"
08/29/2022,08/29/2022,"LYFT *3 RIDES 08-28 855-865-9553 CA",15.84,"Travel/ Entertainment"
08/29/2022,08/29/2022,"SAN FRANCISCO PASSPORT SAN FRANCISCOCA",225.00,"Government Services"
08/29/2022,08/29/2022,"STEAM PURCHASE 425-952-2985 WA",9.99,"Travel/ Entertainment"
08/30/2022,08/30/2022,"LYFT *3 RIDES 08-29 855-865-9553 CA",7.16,"Travel/ Entertainment"
08/30/2022,08/30/2022,"PAYPAL *GITHUB INC 402-935-7733 CA",4.00,"Merchandise"
08/30/2022,08/30/2022,"SQ *CAFE OKAWARI SAN FRANCISCOCA0001152921511841505583",22.18,"Restaurants"
08/31/2022,08/31/2022,"LYFT *1 RIDE 08-30 855-865-9553 CA",2.17,"Travel/ Entertainment"
08/31/2022,08/31/2022,"TRADER JOE'S #019 QPS SANFRANCISCO CA",13.26,"Supermarkets"
09/02/2022,09/02/2022,"LYFT *1 RIDE 09-01 855-865-9553 CA",3.04,"Travel/ Entertainment"
09/02/2022,09/02/2022,"ORCA SEATTLE WA",3.00,"Travel/ Entertainment"
09/03/2022,09/03/2022,"AMAZON.COM*Y68C66C23 AMZN.COM/BILLWA3BAU2261ODH",25.46,"Merchandise"
09/06/2022,09/06/2022,"MOUNTAIN ROOM BAR CNCRS SEATTLE WA",20.70,"Restaurants"
09/06/2022,09/06/2022,"SNACK SODA VENDING SEATTLE WA",2.60,"Restaurants"
09/06/2022,09/06/2022,"SNACK SODA VENDING SEATTLE WA",2.60,"Restaurants"
09/07/2022,09/07/2022,"ALASKA AIRLINES 2064333200 WA",68.60,"Travel/ Entertainment"
09/07/2022,09/07/2022,"AMAZON PRIME*1F6963XV1 AMZN.COM/BILLWA2ACGTGPJXY2",8.20,"Merchandise"
09/07/2022,09/07/2022,"LYFT *1 RIDE 09-06 855-865-9553 CA",1.09,"Travel/ Entertainment"
09/07/2022,09/07/2022,"TRADER JOE'S #019 QPS SANFRANCISCO CA",56.51,"Supermarkets"
09/08/2022,09/08/2022,"LYFT *2 RIDES 09-07 855-865-9553 CA",5.21,"Travel/ Entertainment"
09/08/2022,09/08/2022,"SQ *ACME BREAD COMPANY SAN FRANCISCOCA0001152921511878374432",15.46,"Merchandise"
09/09/2022,09/09/2022,"LYFT *3 RIDES 09-08 855-865-9553 CA",4.56,"Travel/ Entertainment"
09/10/2022,09/10/2022,"LYFT *2 RIDES 09-09 855-865-9553 CA",4.56,"Travel/ Entertainment"
09/10/2022,09/10/2022,"SQ *FERRY BUILDING SAN FRANCISCOCA0002305843016271602978",16.10,"Supermarkets"
09/10/2022,09/10/2022,"SQ *FERRY PLAZA FARMER SAN FRANCISCOCA0001152921511887034632",22.08,"Supermarkets"
09/10/2022,09/10/2022,"SQ *MARIN ROOTS FARM SAN FRANCISCOCA0001152921511887125491",3.00,"Supermarkets"
09/10/2022,09/10/2022,"SQ *PROYECTO DIAZ COFF SAN LEANDRO CA0002305843016271018923",5.75,"Supermarkets"
09/10/2022,09/10/2022,"SQ *TIERRA VEGETABLES WINDSOR CA0001152921511887088838",1.35,"Supermarkets"
09/11/2022,09/11/2022,"PURPLE RICE. SAN FRANCISCOCA",39.00,"Restaurants"
09/12/2022,09/12/2022,"LYFT *3 RIDES 09-11 855-865-9553 CA",17.58,"Travel/ Entertainment"
09/12/2022,09/12/2022,"SQ *ACME BREAD COMPANY SAN FRANCISCOCA0001152921511896430031",15.46,"Merchandise"
09/12/2022,09/12/2022,"SQ *THE EPICUREAN TRAD SAN FRANCISCOCA0001152921511896435933",22.06,"Supermarkets"
09/13/2022,09/13/2022,"LYFT *2 RIDES 09-12 855-865-9553 CA",3.91,"Travel/ Entertainment"
09/14/2022,09/14/2022,"LYFT *1 RIDE 09-13 855-865-9553 CA",2.39,"Travel/ Entertainment"
09/14/2022,09/14/2022,"SQ *ITALIAN HOMEMADE C SAN FRANCISCOCA0001152921511902850544",17.00,"Restaurants"
09/15/2022,09/15/2022,"LYFT *1 RIDE 09-14 855-865-9553 CA",3.69,"Travel/ Entertainment"
09/15/2022,09/15/2022,"TST* MURACCIS - SAN FR SAN FRANCISCOCA00011241008574354851AA",19.20,"Restaurants"
09/16/2022,09/16/2022,"LYFT *1 RIDE 09-15 855-865-9553 CA",2.39,"Travel/ Entertainment"
09/17/2022,09/17/2022,"LYFT *4 RIDES 09-16 855-865-9553 CA",14.98,"Travel/ Entertainment"
09/17/2022,09/17/2022,"PAYPAL *NINTENDO 402-935-7733 CA",4.99,"Merchandise"
09/17/2022,09/17/2022,"SWEETGREEN WESTWOOD LOS ANGELES CA01733R",26.99,"Restaurants"
09/18/2022,09/18/2022,"MCDONALD'S F34994 TARZANA CA",14.55,"Restaurants"
09/19/2022,09/19/2022,"AMAZON.COM*1M7AV3Q20 AMZN.COM/BILLWA75B791MQ3OU",414.11,"Merchandise"
09/19/2022,09/19/2022,"CD TRADER TARZANA CA",43.79,"Merchandise"
09/19/2022,09/19/2022,"OUTLAW BARBERSHOP AND SA TARZANA CA",46.00,"Services"
09/19/2022,09/19/2022,"TRADER JOE'S #056 QPS ENCINO CA",49.27,"Supermarkets"
09/20/2022,09/20/2022,"ACASA TRUCK 8189262975 CA",33.78,"Supermarkets"
09/20/2022,09/20/2022,"AMAZON.COM*1U1BW7O11 AMZN.COM/BILLWA1I10PEOZSV6",65.66,"Merchandise"
09/20/2022,09/20/2022,"DIRECTPAY FULL BALANCESEE DETAILS OF YOUR NEXT DIRECTPAY BELOW",-1609.86,"Payments and Credits"
09/20/2022,09/20/2022,"IKEA BURBANK BURBANK CA",92.81,"Merchandise"
09/21/2022,09/21/2022,"SQ *BLACK HEART COFFEE VAN NUYS CA0001152921511932216983",20.71,"Restaurants"
09/21/2022,09/21/2022,"TARGET 00027748091 LOS ANGELES CA",56.98,"Supermarkets"
09/22/2022,09/22/2022,"AMAZON.COM*1U1ET8490 AMZN.COM/BILLWA1NS52SEFKPJ",393.11,"Merchandise"
09/22/2022,09/22/2022,"HELP.HBOMAX.COM 8559426669 NY",14.99,"Merchandise"
09/22/2022,09/22/2022,"WHOLEFDS WWD 10176 LOS ANGELES CA",70.20,"Supermarkets"
09/23/2022,09/23/2022,"RALPHS #0759 LOS ANGELES CA",20.55,"Supermarkets"
